id,c_fraccionarancelaria,descripcion
catalogos_fraccionarancelaria1717,26131001,Tostados.
catalogos_fraccionarancelaria1718,26139099,Los demás.
catalogos_fraccionarancelaria1719,26140001,Ilmenita.
catalogos_fraccionarancelaria1720,26140002,Arenas opacificantes micronizadas que contengan 96 % omenos de óxido de titanio (arenas de rutilo).
catalogos_fraccionarancelaria1721,26140099,Los demás.
catalogos_fraccionarancelaria1722,26151001,"Arenas de circón con 70% o menos de óxido de circonio, con granulometría menor a 120 mallas (0.125 mm)."
catalogos_fraccionarancelaria1723,26151099,Los demás.
catalogos_fraccionarancelaria1724,26159099,Los demás.
catalogos_fraccionarancelaria1725,26161001,Minerales de plata y sus concentrados.
catalogos_fraccionarancelaria1726,26169099,Los demás.
catalogos_fraccionarancelaria1727,26171001,Minerales de antimonio y sus concentrados.
catalogos_fraccionarancelaria1728,26179099,Los demás.
catalogos_fraccionarancelaria1729,26180001,Escorias granuladas (arena de escoria) de la siderurgia.
catalogos_fraccionarancelaria1730,26190001,"Escorias de mineral ferrotitánico concentrado, cuando contengan más del 65% de titanio combinado, expresado como bióxido de titanio."
catalogos_fraccionarancelaria1731,26190099,Los demás.
catalogos_fraccionarancelaria1732,26201101,Matas de galvanización.
catalogos_fraccionarancelaria1733,26201999,Los demás.
catalogos_fraccionarancelaria1734,26202101,Lodos de gasolina con plomo y lodos de compuestos antidetonantes con plomo.
catalogos_fraccionarancelaria1735,26202999,Los demás.
catalogos_fraccionarancelaria1736,26203001,Que contengan principalmente cobre.
catalogos_fraccionarancelaria1737,26204001,Residuos con contenido igual o superior a 25% sin exceder de 65% de aluminio metálico.
catalogos_fraccionarancelaria1738,26204099,Los demás.
catalogos_fraccionarancelaria1739,26206001,"Que contengan arsénico, mercurio, talio o sus mezclas, de los tipos utilizados para la extracción de arsénico o de estos metales o para la elaboración de sus compuestos químicos."
catalogos_fraccionarancelaria1740,26209101,"Cenizas o residuos concentrados en cadmio provenientes de la refinación del plomo, con una ley en cadmio comprendida entre 20%, 41% y 80%, conteniendo cinc entre 2% y 15%, plomo entre 4% y 20%, arsénico entre 1% y 10% al estado de óxidos, sulfuros, sulfatos y cloruros."
catalogos_fraccionarancelaria1741,26209199,Los demás.
catalogos_fraccionarancelaria1742,26209901,"Catalizadores agotados, utilizables para la extracción de níquel."
catalogos_fraccionarancelaria1743,26209902,De estaño.
catalogos_fraccionarancelaria1744,26209903,Que contengan principalmente vanadio.
catalogos_fraccionarancelaria1745,26209999,Los demás.
catalogos_fraccionarancelaria1746,26211001,Cenizas y residuos procedentes de la incineración de desechos y desperdicios municipales.
catalogos_fraccionarancelaria1747,26219099,Las demás.
catalogos_fraccionarancelaria1748,27011101,Antracitas.
catalogos_fraccionarancelaria1749,27011201,Hulla bituminosa. 
catalogos_fraccionarancelaria1750,27011999,Las demás hullas.
catalogos_fraccionarancelaria1751,27012001,"Briquetas, ovoides y combustibles sólidos similares, obtenidos de la hulla."
catalogos_fraccionarancelaria1752,27021001,"Lignitos, incluso pulverizados, pero sin aglomerar."
catalogos_fraccionarancelaria1753,27022001,Lignitos aglomerados.
catalogos_fraccionarancelaria1754,27030001,"Proveniente del musgo Sphagnum y otros desechos vegetales, para el enraizamiento, denominada  ""Peat-moss""."
catalogos_fraccionarancelaria1755,27030099,Las demás.
catalogos_fraccionarancelaria1756,27040001,"Coques y semicoques de hulla, lignito o turba, incluso aglomerados."
catalogos_fraccionarancelaria1757,27040002,Carbón de retorta.
catalogos_fraccionarancelaria1758,27050001,"Gas de hulla, gas de agua, gas pobre y gases similares, excepto el gas de petróleo y demás hidrocarburos gaseosos."
catalogos_fraccionarancelaria1759,27060001,"Alquitranes de hulla, lignito o turba y demás alquitranes minerales, aunque estén deshidratados o descabezados, incluidos los alquitranes reconstituidos."
catalogos_fraccionarancelaria1760,27071001,Benzol (benceno).
catalogos_fraccionarancelaria1761,27072001,Toluol (tolueno).
catalogos_fraccionarancelaria1762,27073001,Xilol (xilenos).
catalogos_fraccionarancelaria1763,27074001,Naftaleno.
catalogos_fraccionarancelaria1764,27075001,"Las demás mezclas de hidrocarburos aromáticos que destilen, incluidas las pérdidas, una proporción superior o igual al 65% en volumen a 250°C, según la norma ASTM D 86."
catalogos_fraccionarancelaria1765,27079101,Aceites de creosota.
catalogos_fraccionarancelaria1766,27079901,Fenol.
catalogos_fraccionarancelaria1767,27079902,Cresol.
catalogos_fraccionarancelaria1768,27079903,Los demás productos fenólicos.
catalogos_fraccionarancelaria1769,27079999,Los demás.
catalogos_fraccionarancelaria1770,27081001,Brea.
catalogos_fraccionarancelaria1771,27082001,Coque de brea.
catalogos_fraccionarancelaria1772,27090001,Derogada
catalogos_fraccionarancelaria1773,27090002,Pesados.
catalogos_fraccionarancelaria1774,27090003,Medianos.
catalogos_fraccionarancelaria1775,27090004,Ligeros.
catalogos_fraccionarancelaria1776,27090099,Los demás.
catalogos_fraccionarancelaria1777,27101101,Derogada
catalogos_fraccionarancelaria1778,27101102,Derogada
catalogos_fraccionarancelaria1779,27101103,Derogada
catalogos_fraccionarancelaria1780,27101104,Derogada
catalogos_fraccionarancelaria1781,27101105,Derogada
catalogos_fraccionarancelaria1782,27101106,Derogada
catalogos_fraccionarancelaria1783,27101107,Derogada
catalogos_fraccionarancelaria1784,27101199,Derogada
catalogos_fraccionarancelaria1785,27101201,"Aceites minerales puros del petróleo, en carro-tanque, buque-tanque o auto-tanque."
catalogos_fraccionarancelaria1786,27101202,Nafta precursora de aromáticos.
catalogos_fraccionarancelaria1787,27101203,Gasolina para aviones. 
catalogos_fraccionarancelaria1788,27101204,Derogada
catalogos_fraccionarancelaria1789,27101205,Tetrámero de propileno.
catalogos_fraccionarancelaria1790,27101206,Mezcla isomérica de trimetil penteno y dimetil hexeno (Diisobutileno). 
catalogos_fraccionarancelaria1791,27101207,Hexano; heptano.
catalogos_fraccionarancelaria1792,27101208,Gasolina con octanaje inferior a 87.
catalogos_fraccionarancelaria1793,27101209,Gasolina con octanaje superior o igual a 87 pero inferior a 92.
catalogos_fraccionarancelaria1794,27101210,Gasolina con octanaje superior o igual a 92 pero inferior a 95.
catalogos_fraccionarancelaria1795,27101291,Las demás gasolinas.
catalogos_fraccionarancelaria1796,27101299,Los demás. 
catalogos_fraccionarancelaria1797,27101901,"Aceites minerales puros del petróleo, sin aditivos (aceites lubricantes básicos), en carro-tanque, buque-tanque o auto-tanque."
catalogos_fraccionarancelaria1798,27101902,"Aceites de engrase o preparaciones lubricantes a base de aceites minerales derivados del petróleo, con aditivos (aceites lubricantes terminados)."
catalogos_fraccionarancelaria1799,27101903,Grasas lubricantes.
catalogos_fraccionarancelaria1800,27101904,Derogada
catalogos_fraccionarancelaria1801,27101905,Fueloil (combustóleo).
catalogos_fraccionarancelaria1802,27101906,Aceite extendedor para caucho.
catalogos_fraccionarancelaria1803,27101907,Aceite parafínico.
catalogos_fraccionarancelaria1804,27101908,"Turbosina (keroseno, petróleo lampante) y sus mezclas."
catalogos_fraccionarancelaria1805,27101909,"Aceite diésel (gasóleo) y sus mezclas, con contenido de azufreinferior o igual a 15 ppm."
catalogos_fraccionarancelaria1806,27101910,"Aceite diésel (gasóleo) y sus mezclas, con un contenido deazufre superior a 15 ppm pero inferior o igual a 500 ppm."
catalogos_fraccionarancelaria1807,27101991,Los demás aceites diéseles (gasóleos) y sus mezclas.
catalogos_fraccionarancelaria1808,27101999,Los demás.
catalogos_fraccionarancelaria1809,27102001,"Aceites de petróleo o de mineral bituminoso (excepto los aceites crudos) y preparaciones no expresadas ni comprendidas en otra parte, con un contenido de aceites de petróleo o de mineral bituminoso superior o igual al 70% en peso, en las que estos aceites constituyan el elemento base, que contengan biodiésel, excepto los desechos de aceites. "
catalogos_fraccionarancelaria1810,27109101,"Que contengan difenilos policlorados (PCB), terfenilos policlorados (PCT) o difenilos polibromados (PBB)."
catalogos_fraccionarancelaria1811,27109999,Los demás.
catalogos_fraccionarancelaria1812,27111101,Gas natural.
catalogos_fraccionarancelaria1813,27111201,Propano.
catalogos_fraccionarancelaria1814,27111301,Butanos.
catalogos_fraccionarancelaria1815,27111401,"Etileno, propileno, butileno y butadieno."
catalogos_fraccionarancelaria1816,27111901,"Butano y propano, mezclados entre sí, licuados."
catalogos_fraccionarancelaria1817,27111902,"Alcanos, alquenos o alquinos utilizados para cortes y soldaduras, aun cuando estén mezclados entre sí."
catalogos_fraccionarancelaria1818,27111903,"Mezcla de butadienos, butanos y butenos, entre sí, denominados ""Corrientes C4's""."
catalogos_fraccionarancelaria1819,27111999,Los demás.
catalogos_fraccionarancelaria1820,27112101,Gas natural.
catalogos_fraccionarancelaria1821,27112999,Los demás.
catalogos_fraccionarancelaria1822,27121001,Vaselina.
catalogos_fraccionarancelaria1823,27122001,Parafina con un contenido de aceite inferior al 0.75% en peso.
catalogos_fraccionarancelaria1824,27129001,Cera de lignito.
catalogos_fraccionarancelaria1825,27129002,Ceras microcristalinas.
catalogos_fraccionarancelaria1826,27129003,"Residuos parafínicos (""slack wax""), con un contenido de aceite igual o superior a 8%, en peso."
catalogos_fraccionarancelaria1827,27129004,"Ceras, excepto lo comprendido en las fracciones 2712.90.01 y 2712.90.02."
catalogos_fraccionarancelaria1828,27129099,Los demás.
catalogos_fraccionarancelaria1829,27131101,Sin calcinar.
catalogos_fraccionarancelaria1830,27131201,Calcinado.
catalogos_fraccionarancelaria1831,27132001,Betún de petróleo.
catalogos_fraccionarancelaria1832,27139099,Los demás residuos de los aceites de petróleo o de mineral bituminoso.
catalogos_fraccionarancelaria1833,27141001,Pizarras y arenas bituminosas.
catalogos_fraccionarancelaria1834,27149001,Betunes y asfaltos naturales.
catalogos_fraccionarancelaria1835,27149099,Los demás.
catalogos_fraccionarancelaria1836,27150001,Betunes fluidificados; mezclas bituminosas a base de asfalto acondicionadas para su venta en envases con capacidad inferior o igual a 200 l.
catalogos_fraccionarancelaria1837,27150099,Los demás.
catalogos_fraccionarancelaria1838,27160001,Energía eléctrica.
catalogos_fraccionarancelaria1839,28011001,Cloro.
catalogos_fraccionarancelaria1840,28012001,Yodo.
catalogos_fraccionarancelaria1841,28013001,Flúor; bromo.
catalogos_fraccionarancelaria1842,28020001,Azufre sublimado o precipitado; azufre coloidal.
catalogos_fraccionarancelaria1843,28030001,Negro de acetileno.
catalogos_fraccionarancelaria1844,28030002,Negro de humo de hornos.
catalogos_fraccionarancelaria1845,28030099,Los demás.
catalogos_fraccionarancelaria1846,28041001,Hidrógeno.
catalogos_fraccionarancelaria1847,28042101,Argón.
catalogos_fraccionarancelaria1848,28042901,Helio.
catalogos_fraccionarancelaria1849,28042999,Los demás.
catalogos_fraccionarancelaria1850,28043001,Nitrógeno.
catalogos_fraccionarancelaria1851,28044001,Oxígeno.
catalogos_fraccionarancelaria1852,28045001,Boro; telurio.
catalogos_fraccionarancelaria1853,28046101,Con un contenido de silicio superior o igual al 99.99% en peso.
catalogos_fraccionarancelaria1854,28046999,Los demás.
catalogos_fraccionarancelaria1855,28047001,Fósforo blanco.
catalogos_fraccionarancelaria1856,28047002,Fósforo rojo o amorfo.
catalogos_fraccionarancelaria1857,28047003,Fósforo negro.
catalogos_fraccionarancelaria1858,28047099,Los demás.
catalogos_fraccionarancelaria1859,28048001,Arsénico.
catalogos_fraccionarancelaria1860,28049001,Selenio.
catalogos_fraccionarancelaria1861,28051101,Sodio.
catalogos_fraccionarancelaria1862,28051201,Calcio.
catalogos_fraccionarancelaria1863,28051901,Estroncio y bario.
catalogos_fraccionarancelaria1864,28051999,Los demás.
catalogos_fraccionarancelaria1865,28053001,"Metales de las tierras raras, escandio e itrio, incluso mezclados o aleados entre sí."
catalogos_fraccionarancelaria1866,28054001,Mercurio.
catalogos_fraccionarancelaria1867,28061001,Cloruro de hidrógeno (ácido clorhídrico).
catalogos_fraccionarancelaria1868,28062001,Ácido clorosulfúrico.
catalogos_fraccionarancelaria1869,28070001,Ácido sulfúrico; oleum.
catalogos_fraccionarancelaria1870,28080001,Ácido nítrico; ácidos sulfonítricos.
catalogos_fraccionarancelaria1871,28091001,Pentóxido de difósforo.
catalogos_fraccionarancelaria1872,28092001,Ácido fosfórico (ácido ortofosfórico).
catalogos_fraccionarancelaria1873,28092099,Los demás.
catalogos_fraccionarancelaria1874,28100001,Anhídrido bórico (trióxido de boro o de diboro).
catalogos_fraccionarancelaria1875,28100099,Los demás.
catalogos_fraccionarancelaria1876,28111101,"Fluoruro de hidrógeno (ácido fluorhídrico), grado técnico."
catalogos_fraccionarancelaria1877,28111199,Los demás.
catalogos_fraccionarancelaria1878,28111901,Ácido arsénico.
catalogos_fraccionarancelaria1879,28111999,Los demás.
catalogos_fraccionarancelaria1880,28112101,Dióxido de carbono (anhídrido carbónico) al estado líquido o gaseoso.
catalogos_fraccionarancelaria1881,28112102,Dióxido de carbono al estado sólido (hielo seco).
catalogos_fraccionarancelaria1882,28112201,"Dióxido de silicio, excepto lo comprendido en la fracción 2811.22.02."
catalogos_fraccionarancelaria1883,28112202,"Dióxido de silicio, incluso la gel de sílice (sílica gel), grado farmacéutico."
catalogos_fraccionarancelaria1884,28112901,Protóxido de nitrógeno (óxido nitroso).
catalogos_fraccionarancelaria1885,28112902,Dióxido de azufre.
catalogos_fraccionarancelaria1886,28112999,Los demás.
catalogos_fraccionarancelaria1887,28121001,Tricloruro de arsénico.
catalogos_fraccionarancelaria1888,28121002,De azufre.
catalogos_fraccionarancelaria1889,28121003,De fósforo.
catalogos_fraccionarancelaria1890,28121099,Los demás.
catalogos_fraccionarancelaria1891,28129099,Los demás.
catalogos_fraccionarancelaria1892,28131001,Disulfuro de carbono.
catalogos_fraccionarancelaria1893,28139099,Los demás.
catalogos_fraccionarancelaria1894,28141001,Amoníaco anhidro.
catalogos_fraccionarancelaria1895,28142001,Amoníaco en disolución acuosa.
catalogos_fraccionarancelaria1896,28151101,Sólido.
catalogos_fraccionarancelaria1897,28151201,En disolución acuosa (lejía de sosa o soda cáustica).
catalogos_fraccionarancelaria1898,28152001,Hidróxido de potasio (potasa cáustica) líquida.
catalogos_fraccionarancelaria1899,28152002,Hidróxido de potasio sólido.
catalogos_fraccionarancelaria1900,28153001,Peróxidos de sodio o de potasio.
catalogos_fraccionarancelaria1901,28161001,Hidróxido y peróxido de magnesio.
catalogos_fraccionarancelaria1902,28164001,"Óxidos, hidróxidos y peróxidos, de estroncio."
catalogos_fraccionarancelaria1903,28164002,"Óxidos, hidróxidos y peróxidos, de bario."
